,ID,Year_Birth,Year_Old,CustomerFor,Dt_Customer,Education,Marital_Status,Income,Kidhome,Teenhome,ChildrenHome,Recency,MntSpentTotal,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,PurchaseLastMonth,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpTotal,Complain,Z_CostContact,Z_Revenue
1691,6349,1987,37,4018 days,2013-07-06,Master,Divorced,61787,0,0,0,71,1319,621,73,414,78,48,85,0,1,8,4,6,5,0,0,0,0,0,0,0,0,3,11
1692,10790,1985,39,4155 days,2013-02-19,PhD,Married,18169,1,0,1,40,21,9,0,5,0,0,7,0,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
1693,10398,1981,43,4331 days,2012-08-27,2n Cycle,Single,24336,1,0,1,82,31,1,6,2,8,2,12,0,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1694,2431,1990,34,4205 days,2012-12-31,Graduation,Married,18222,0,0,0,70,67,12,4,19,12,6,14,0,1,2,0,3,8,0,0,0,0,0,0,0,0,3,11
1695,550,1952,72,4062 days,2013-05-23,Graduation,Divorced,62335,0,1,1,87,708,243,131,217,85,6,26,0,2,3,3,13,2,0,0,0,0,0,0,0,0,3,11
1696,1890,1971,53,4308 days,2012-09-19,2n Cycle,Together,42033,1,1,2,95,25,11,1,4,2,0,7,0,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1697,10742,1983,41,4147 days,2013-02-27,PhD,Married,86580,0,0,0,72,746,532,21,127,26,20,20,0,0,4,2,5,1,0,0,0,0,1,0,1,0,3,11
1698,10356,1957,67,4305 days,2012-09-22,PhD,Divorced,41437,1,1,2,5,32,29,0,2,0,0,1,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1699,4676,1951,73,3776 days,2014-03-05,Master,Widow,73705,0,2,2,86,1695,612,91,520,258,107,107,0,2,9,6,8,5,0,0,0,0,0,0,0,0,3,11
1700,8852,1976,48,4327 days,2012-08-31,Graduation,Married,61064,0,1,1,80,1080,387,126,342,0,45,180,0,5,8,4,11,6,0,0,0,0,0,0,0,0,3,11
1701,3565,1955,69,3751 days,2014-03-30,Master,Married,38452,1,1,2,62,72,56,0,14,0,0,2,0,3,3,0,3,7,0,0,0,0,0,0,0,0,3,11
1702,5294,1989,35,3881 days,2013-11-20,Graduation,Single,18358,1,0,1,49,57,6,8,19,16,4,4,0,3,3,0,4,7,0,0,0,0,0,0,0,0,3,11
1703,1958,1973,51,3760 days,2014-03-21,PhD,Together,55012,0,1,1,85,660,582,0,65,0,0,13,0,6,8,2,9,5,0,0,0,0,0,0,0,0,3,11
1704,7349,1973,51,4295 days,2012-10-02,Basic,Together,9722,1,0,1,7,103,6,17,16,6,16,42,1,4,3,1,3,8,0,0,0,0,0,1,1,0,3,11
1705,8799,1984,40,3939 days,2013-09-23,PhD,Married,38175,1,0,1,6,153,70,6,69,2,3,3,1,3,3,1,4,7,0,0,0,0,0,0,0,0,3,11
1706,1351,1956,68,4307 days,2012-09-20,Master,Together,58656,0,1,1,25,1220,962,12,194,16,24,12,1,4,7,8,13,6,0,0,0,0,1,0,1,0,3,11
1707,1045,1965,59,4342 days,2012-08-16,Graduation,Together,52117,0,1,1,55,279,112,10,107,30,0,20,0,2,5,2,4,7,0,0,0,0,0,0,0,0,3,11
1708,7732,1978,46,3838 days,2014-01-02,Graduation,Married,64813,1,0,1,81,745,293,0,124,179,97,52,0,1,7,2,10,5,0,0,0,0,0,0,0,0,3,11
1709,8070,1973,51,3780 days,2014-03-01,PhD,Married,54222,0,1,1,98,264,199,12,31,3,12,7,0,1,3,3,5,3,0,0,0,0,0,0,0,0,3,11
1710,477,1986,38,3672 days,2014-06-17,Graduation,Married,83512,0,0,0,31,2157,1060,61,835,80,20,101,0,1,4,7,10,1,1,1,1,0,1,1,5,0,3,11
1711,7832,1959,65,3965 days,2013-08-28,Master,Married,77520,0,1,1,30,1526,940,44,396,0,88,58,0,1,8,7,7,4,1,0,1,0,1,1,4,0,3,11
1712,2202,1978,46,4106 days,2013-04-09,Graduation,Together,41154,0,1,1,98,69,44,2,11,2,3,7,0,1,1,0,4,5,0,0,0,0,0,0,0,0,3,11
1713,7396,1966,58,4256 days,2012-11-10,Graduation,Married,80398,0,0,0,92,1597,342,51,936,207,35,26,0,1,5,8,12,3,0,0,0,0,1,0,1,0,3,11
1714,4055,1992,32,3691 days,2014-05-29,Basic,Single,18746,1,0,1,41,64,2,10,11,12,9,20,0,2,3,0,3,6,0,0,0,0,0,0,0,0,3,11
1715,10340,1984,40,4253 days,2012-11-13,Graduation,Together,35196,1,0,1,68,497,75,12,141,43,39,187,0,6,6,1,5,8,0,0,0,0,0,0,0,0,3,11
1716,10091,1956,68,4065 days,2013-05-20,Graduation,Single,60230,0,1,1,78,1067,520,20,367,39,81,40,0,2,6,3,6,5,0,0,0,0,0,0,0,0,3,11
1717,7629,1977,47,3712 days,2014-05-08,Graduation,Married,22108,1,1,2,46,31,5,3,9,6,2,6,0,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11
1718,10640,1974,50,3957 days,2013-09-05,Graduation,Together,44392,1,1,2,71,211,87,5,71,7,12,29,0,5,4,1,4,7,0,0,0,0,0,0,0,0,3,11
1719,3498,1976,48,4241 days,2012-11-25,PhD,Married,55424,0,1,1,6,877,462,61,184,10,53,107,1,4,7,5,9,6,0,0,1,0,0,1,2,0,3,11
1720,6742,1979,45,4192 days,2013-01-13,Graduation,Married,17688,1,0,1,82,11,2,2,1,3,1,2,0,1,1,0,2,8,0,0,0,0,0,0,0,1,3,11
1721,1172,1983,41,4084 days,2013-05-01,PhD,Married,92491,0,0,0,71,2034,979,44,935,29,25,22,0,1,7,5,12,3,1,0,0,1,1,1,4,0,3,11
1722,569,1991,33,3857 days,2013-12-14,Graduation,Single,90273,0,0,0,32,1991,704,129,853,120,74,111,0,1,5,6,7,2,1,0,0,1,1,1,4,0,3,11
1723,4686,1962,62,3748 days,2014-04-02,PhD,Widow,82571,0,0,0,28,1686,861,31,558,62,95,79,1,0,6,5,13,2,0,0,0,0,1,0,1,0,3,11
1724,1381,1982,42,3812 days,2014-01-28,PhD,Single,38513,1,0,1,20,324,172,3,115,16,0,18,1,5,6,1,5,8,0,0,0,0,0,1,1,0,3,11
1725,2634,1979,45,3732 days,2014-04-18,Master,Single,16653,1,0,1,10,69,5,7,31,15,4,7,1,3,2,1,3,6,0,0,0,0,0,1,1,0,3,11
1726,10905,1955,69,4268 days,2012-10-29,Graduation,Together,42586,1,1,2,7,252,194,2,56,0,0,0,1,5,4,1,6,8,0,0,0,0,0,1,1,0,3,11
1727,1744,1965,59,4198 days,2013-01-07,Basic,Single,23529,0,1,1,67,54,9,7,13,3,2,20,0,1,1,1,2,6,0,0,0,0,0,0,0,0,3,11
1728,1000,1961,63,4138 days,2013-03-08,Master,Together,74881,1,1,2,48,964,505,72,270,36,27,54,0,4,9,2,12,5,0,0,0,0,0,0,0,0,3,11
1729,3828,1951,73,4157 days,2013-02-17,Graduation,Married,71107,0,1,1,61,1327,533,10,217,198,174,195,0,2,7,6,13,4,0,0,0,0,0,0,0,0,3,11
1730,8605,1964,60,3758 days,2014-03-23,PhD,Together,46910,1,1,2,36,68,48,0,14,0,0,6,0,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11
1731,10304,1959,65,4208 days,2012-12-28,Graduation,Married,18690,0,0,0,77,60,6,1,7,23,4,19,0,1,1,1,2,8,0,0,0,0,0,0,0,0,3,11
1732,4351,1955,69,4088 days,2013-04-27,Graduation,Divorced,37244,1,1,2,90,55,18,2,10,0,0,25,0,1,1,1,2,7,0,0,1,0,0,0,1,0,3,11
1733,10129,1966,58,3769 days,2014-03-12,Graduation,Together,82427,0,0,0,35,1456,482,147,509,104,107,107,0,1,3,5,12,1,0,0,0,0,1,0,1,0,3,11
1734,2499,1958,66,4079 days,2013-05-06,2n Cycle,Single,75342,0,1,1,38,563,204,97,97,21,118,26,0,1,5,2,10,4,0,0,0,0,0,0,0,0,3,11
1735,10092,1954,70,4156 days,2013-02-18,Graduation,Divorced,70044,0,1,1,46,1504,1073,0,250,153,14,14,0,4,7,10,5,5,0,0,0,0,0,0,0,0,3,11
1736,7500,1967,57,3726 days,2014-04-24,Graduation,Single,79146,1,1,2,33,564,245,16,223,21,43,16,0,2,8,1,8,6,0,0,0,0,0,0,0,0,3,11
1737,5796,1963,61,3875 days,2013-11-26,Graduation,Married,77437,0,0,0,70,1125,560,21,442,29,44,29,0,1,4,5,13,1,0,0,0,0,1,0,1,0,3,11
1738,10556,1959,65,3696 days,2014-05-24,Graduation,Married,54984,0,1,1,51,358,173,13,131,32,3,6,0,4,6,1,6,7,1,0,0,0,0,0,1,0,3,11
1739,1064,1971,53,3860 days,2013-12-11,PhD,Married,42403,1,0,1,18,42,22,1,11,0,5,3,1,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11
1740,48,1964,60,3726 days,2014-04-24,Graduation,Together,55761,0,1,1,97,184,136,1,12,0,3,32,0,2,4,1,3,6,0,0,0,1,0,0,1,0,3,11
1741,7610,1983,41,4097 days,2013-04-18,Graduation,Together,37292,1,0,1,32,460,275,0,86,10,23,66,0,5,6,3,5,8,0,0,0,0,0,0,0,0,3,11
1742,263,1945,79,3692 days,2014-05-28,PhD,Single,45576,0,0,0,9,145,56,19,29,2,14,25,1,1,3,1,3,8,0,0,0,0,0,1,1,0,3,11
1743,10814,1947,77,4189 days,2013-01-16,Graduation,Together,70321,0,0,0,6,1376,303,23,751,82,26,191,1,1,6,5,13,4,0,0,0,0,0,1,1,0,3,11
1744,9710,1969,55,4185 days,2013-01-20,PhD,Divorced,58086,0,1,1,80,792,708,7,62,0,0,15,0,2,11,3,7,8,0,0,0,0,0,0,0,0,3,11
1745,9292,1952,72,4271 days,2012-10-26,Graduation,Married,81795,0,0,0,74,1382,324,132,693,27,118,88,0,1,4,11,7,2,0,0,0,0,0,0,0,0,3,11
1746,10250,1947,77,4246 days,2012-11-20,Basic,Together,28389,0,0,0,49,28,1,5,3,7,4,8,0,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1747,7881,1946,78,3934 days,2013-09-28,Master,Married,66835,0,0,0,21,1033,620,26,195,34,17,141,1,1,6,4,13,2,0,0,0,0,0,0,0,0,3,11
1748,5847,1969,55,4056 days,2013-05-29,Graduation,Divorced,69901,0,1,1,95,882,312,21,206,102,92,149,0,3,7,3,10,5,0,0,0,0,0,0,0,0,3,11
1749,737,1949,75,4143 days,2013-03-03,PhD,Married,80360,0,0,0,56,2231,1493,86,454,112,43,43,0,2,4,4,5,2,1,0,0,1,1,0,3,0,3,11
1750,3571,1961,63,4281 days,2012-10-16,PhD,Together,63342,0,1,1,48,1101,918,21,118,13,10,21,0,3,8,3,5,6,0,0,0,1,0,1,2,0,3,11
1751,7807,1974,50,4315 days,2012-09-12,Graduation,Married,44989,0,1,1,26,369,98,0,106,49,10,106,1,5,5,1,5,6,0,0,0,0,0,0,0,0,3,11
1752,3878,1980,44,3782 days,2014-02-27,2n Cycle,Single,31859,1,0,1,3,48,3,4,7,15,8,11,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
1753,5092,1949,75,4162 days,2013-02-12,PhD,Widow,51569,0,1,1,39,467,380,0,47,6,0,34,0,4,7,1,7,8,0,0,0,1,0,1,2,0,3,11
1754,2154,1971,53,4211 days,2012-12-25,Graduation,Widow,30372,1,1,2,33,44,15,0,12,7,3,7,0,3,2,0,3,7,0,0,0,0,0,0,0,0,3,11
1755,5394,1979,45,4129 days,2013-03-17,Basic,Single,16014,1,1,2,42,38,3,9,4,7,8,7,0,4,1,1,4,3,0,0,0,0,0,0,0,0,3,11
1756,3798,1968,56,3895 days,2013-11-06,Graduation,Married,41120,1,1,2,80,81,24,2,23,0,8,24,0,3,2,1,3,6,0,0,0,0,0,0,0,0,3,11
1757,3524,1971,53,3989 days,2013-08-04,Master,Single,39763,1,0,1,9,167,80,1,60,4,6,16,1,2,5,1,2,9,0,0,0,0,0,1,1,0,3,11
1758,5247,1955,69,3710 days,2014-05-10,PhD,Married,38725,1,1,2,52,45,31,0,6,2,1,5,0,2,1,0,4,4,0,0,0,0,0,0,0,0,3,11
1759,5883,1972,52,4059 days,2013-05-26,Graduation,Married,77981,1,0,1,78,664,138,120,204,16,126,60,0,3,7,4,7,5,0,0,0,0,0,0,0,0,3,11
1760,2118,1964,60,3952 days,2013-09-10,2n Cycle,Married,62905,0,1,1,68,622,166,75,96,119,107,59,0,3,7,2,8,4,0,0,0,0,0,0,0,0,3,11
1761,8812,1979,45,4136 days,2013-03-10,2n Cycle,Divorced,13533,1,0,1,45,48,12,3,8,8,0,17,0,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11
1762,6616,1975,49,3909 days,2013-10-23,Graduation,Together,59481,0,1,1,47,461,178,3,85,71,66,58,0,2,3,3,8,2,0,0,0,0,0,0,0,0,3,11
1763,2797,1977,47,3973 days,2013-08-20,Graduation,Married,72117,0,1,1,34,1073,707,20,171,65,60,50,0,1,9,7,9,5,0,0,0,0,0,0,0,0,3,11
1764,4328,1986,38,3955 days,2013-09-07,2n Cycle,Married,21955,1,0,1,81,55,5,1,7,17,14,11,0,2,2,1,3,6,0,0,0,0,0,0,0,0,3,11
1765,9167,1956,68,4120 days,2013-03-26,Graduation,Married,67131,0,1,1,72,976,465,71,250,93,35,62,0,3,9,2,12,6,0,0,0,0,0,0,0,0,3,11
1766,10560,1980,44,3673 days,2014-06-16,PhD,Single,36802,1,0,1,23,20,16,1,2,0,0,1,1,1,1,0,3,5,0,0,0,0,0,0,0,0,3,11
1767,2631,1982,42,4077 days,2013-05-08,Graduation,Together,71853,0,0,0,29,1149,358,108,413,141,97,32,1,1,2,8,6,1,0,0,0,0,0,0,0,0,3,11
1768,8312,1961,63,3674 days,2014-06-15,Basic,Married,28249,0,0,0,80,43,1,9,7,2,14,10,0,1,2,0,3,6,0,0,0,0,0,0,0,0,3,11
1769,5534,1975,49,3912 days,2013-10-20,Master,Married,47808,0,1,1,30,224,123,1,26,2,0,72,0,2,3,2,3,7,0,0,1,0,0,0,1,0,3,11
1770,5093,1974,50,4309 days,2012-09-18,PhD,Divorced,25509,1,0,1,15,101,40,3,30,10,7,11,1,3,3,0,3,9,0,0,0,0,0,1,1,0,3,11
1771,7592,1946,78,4097 days,2013-04-18,PhD,Married,51012,0,0,0,86,209,102,9,63,2,9,24,0,1,4,1,4,6,0,0,0,0,0,0,0,0,3,11
1772,8895,1985,39,4292 days,2012-10-05,Graduation,Single,70596,0,0,0,68,968,347,44,534,17,0,26,0,1,3,5,12,2,0,0,0,0,0,0,0,0,3,11
1773,8584,1952,72,4046 days,2013-06-08,PhD,Together,85431,0,0,0,54,1165,376,53,462,168,53,53,0,1,2,7,7,0,0,0,0,0,0,0,0,0,3,11
1774,2694,1967,57,3763 days,2014-03-18,Graduation,Married,42664,0,1,1,44,24,21,0,3,0,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
1775,8910,1955,69,4268 days,2012-10-29,Graduation,Together,42586,1,1,2,7,252,194,2,56,0,0,0,1,5,4,1,6,8,0,0,0,0,0,1,1,0,3,11
1776,7433,1985,39,4329 days,2012-08-29,Graduation,Single,29760,1,0,1,87,165,64,4,68,7,5,17,0,4,3,1,4,8,0,0,0,0,0,0,0,0,3,11
1777,164,1977,47,4284 days,2012-10-13,PhD,Married,28973,0,0,0,59,269,206,0,46,3,2,12,0,2,5,1,5,8,0,0,0,0,0,0,0,0,3,11
1778,10477,1973,51,3987 days,2013-08-06,PhD,Together,39435,1,0,1,16,102,71,0,18,0,0,13,1,1,3,1,2,7,0,0,0,0,0,0,0,0,3,11
1779,2681,1984,40,3992 days,2013-08-01,2n Cycle,Married,65370,0,0,0,1,461,71,22,112,138,89,29,1,1,2,3,13,1,0,0,0,0,0,0,0,0,3,11
1780,5150,1979,45,4219 days,2012-12-17,Basic,Single,20194,1,0,1,64,47,0,4,7,11,10,15,0,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11
1781,5283,1976,48,3792 days,2014-02-17,PhD,Single,42473,1,1,2,72,144,93,1,21,0,4,25,0,3,2,1,4,5,0,0,0,0,0,0,0,0,3,11
1782,9645,1968,56,4283 days,2012-10-14,Graduation,Married,64590,0,0,0,98,1338,920,138,168,36,46,30,0,1,9,4,10,6,0,0,0,0,0,0,0,0,3,11
1783,10678,1959,65,3873 days,2013-11-28,Graduation,Together,71232,0,1,1,91,917,653,17,170,34,26,17,0,2,11,2,10,7,0,0,0,0,0,0,0,0,3,11
1784,7261,1971,53,4204 days,2013-01-01,Graduation,Together,34600,1,1,2,8,318,199,33,60,8,3,15,1,5,5,2,5,8,0,0,0,0,0,1,1,0,3,11
1785,9648,1967,57,4263 days,2012-11-03,Graduation,Single,46904,1,1,2,20,253,153,4,56,0,9,31,1,4,5,1,4,8,0,0,0,0,0,0,0,0,3,11
1786,2870,1973,51,4306 days,2012-09-21,Graduation,Married,49094,0,1,1,6,502,376,0,38,11,8,69,1,5,6,3,6,6,0,0,0,0,0,0,0,0,3,11
1787,8008,1983,41,3862 days,2013-12-09,Graduation,Together,36075,1,0,1,54,119,46,0,30,12,1,30,0,1,2,0,4,6,0,0,0,0,0,0,0,0,3,11
1788,1513,1979,45,4330 days,2012-08-28,2n Cycle,Together,60839,1,1,2,72,1250,600,21,128,223,150,128,0,13,2,2,12,8,0,0,0,0,0,0,0,0,3,11
1789,6173,1979,45,3899 days,2013-11-02,Graduation,Together,77298,0,1,1,46,969,425,115,292,23,35,79,0,1,6,6,11,3,0,0,0,0,0,0,0,0,3,11
1790,1419,1950,74,3988 days,2013-08-05,Graduation,Together,34026,1,1,2,11,76,18,6,15,12,8,17,1,3,2,1,3,5,0,0,0,0,0,0,0,0,3,11
1791,9150,1963,61,3738 days,2014-04-12,PhD,Single,48918,1,1,2,21,62,52,0,9,0,0,1,1,2,1,0,4,4,0,0,0,0,0,0,0,0,3,11
1792,7960,1962,62,3978 days,2013-08-15,2n Cycle,Together,82122,0,0,0,89,1382,734,22,350,151,25,100,0,1,3,9,13,1,0,0,0,0,1,0,1,0,3,11
1793,1250,1976,48,3802 days,2014-02-07,Graduation,Single,37697,1,0,1,82,84,34,6,21,11,4,8,0,1,2,1,3,6,0,0,0,0,0,0,0,0,3,11
1794,9905,1952,72,4011 days,2013-07-13,Graduation,Together,34074,1,1,2,69,255,135,1,41,10,1,67,0,5,3,3,3,6,0,0,1,0,0,0,1,0,3,11
1795,10691,1960,64,4040 days,2013-06-14,Master,Married,28520,1,1,2,55,43,11,0,10,0,2,20,0,1,1,1,2,6,0,0,0,0,0,0,0,0,3,11
1796,7002,1955,69,3929 days,2013-10-03,Graduation,Single,62535,0,1,1,13,398,163,48,90,0,45,52,1,1,3,2,8,3,0,0,0,0,0,0,0,0,3,11
1797,2952,1977,47,3734 days,2014-04-16,Master,Single,36273,1,0,1,80,76,29,3,30,3,2,9,0,2,3,0,3,6,0,0,0,0,0,0,0,0,3,11
1798,8439,1964,60,3683 days,2014-06-06,Graduation,Together,63404,0,2,2,97,902,734,26,70,11,44,17,0,2,6,3,4,4,1,0,0,0,0,0,1,0,3,11
1799,762,1981,43,3718 days,2014-05-02,2n Cycle,Together,75774,1,0,1,27,823,340,21,134,258,14,56,1,1,7,5,8,4,0,0,0,0,0,0,0,0,3,11
1800,2831,1976,48,3662 days,2014-06-27,Graduation,Together,78416,0,1,1,99,1179,453,38,279,188,38,183,0,2,7,7,10,3,0,0,0,0,0,0,0,0,3,11
1801,6977,1974,50,4283 days,2012-10-14,Graduation,Together,75702,0,1,1,87,1921,1073,0,629,145,37,37,0,1,10,5,13,6,0,0,0,0,1,0,1,0,3,11
1802,6289,1951,73,4087 days,2013-04-28,Master,Together,59385,1,1,2,85,185,135,0,10,0,4,36,0,2,3,1,4,5,0,0,0,0,0,0,0,0,3,11
1803,4168,1966,58,4126 days,2013-03-20,Graduation,Single,37070,1,1,2,30,433,231,7,137,4,15,39,0,9,5,1,8,7,0,0,0,0,0,1,1,0,3,11
1804,8397,1951,73,3830 days,2014-01-10,Graduation,Married,44689,1,1,2,82,34,18,0,5,0,0,11,0,2,1,1,2,7,0,0,1,0,0,0,1,0,3,11
1805,9284,1958,66,4046 days,2013-06-08,Graduation,Together,53977,0,1,1,21,907,620,16,165,0,24,82,1,5,5,5,12,5,0,0,0,0,0,0,0,0,3,11
1806,6237,1966,58,3864 days,2013-12-07,PhD,Single,7144,0,2,2,92,416,81,4,33,5,2,291,0,0,23,1,1,0,0,0,0,0,0,0,0,0,3,11
1807,3130,1964,60,4050 days,2013-06-04,Graduation,Single,18701,1,1,2,95,44,12,4,2,10,6,10,0,4,2,0,4,5,0,0,0,0,0,0,0,0,3,11
1808,1619,1956,68,3722 days,2014-04-28,Graduation,Married,90369,0,0,0,2,1588,292,51,981,224,23,17,1,1,4,6,6,1,0,0,0,0,0,1,1,0,3,11
1809,1990,1974,50,4261 days,2012-11-05,PhD,Single,63159,0,0,0,74,1797,965,34,586,89,86,37,0,1,3,5,8,3,0,0,1,0,0,0,1,0,3,11
1810,5513,1966,58,4293 days,2012-10-04,Graduation,Together,37758,1,1,2,49,40,27,2,10,0,0,1,0,2,1,0,3,8,0,0,0,0,0,0,0,0,3,11
1811,269,1963,61,4250 days,2012-11-16,PhD,Single,46757,0,1,1,71,1143,777,30,163,0,51,122,0,6,4,4,7,9,0,0,0,0,0,0,0,0,3,11
1812,8093,1969,55,3661 days,2014-06-28,Master,Married,79734,0,0,0,72,914,572,8,232,23,62,17,0,1,4,3,6,1,1,0,0,0,0,0,1,0,3,11
1813,10513,1992,32,4185 days,2013-01-20,Graduation,Together,63207,0,0,0,68,1502,438,169,565,91,169,70,0,1,2,3,6,7,1,0,0,0,0,0,1,0,3,11
1814,10177,1954,70,4160 days,2013-02-14,Graduation,Divorced,72071,0,1,1,4,1338,531,69,300,150,138,150,1,3,5,4,8,2,0,0,0,0,0,0,0,0,3,11
1815,2549,1983,41,4003 days,2013-07-21,PhD,Together,21840,1,0,1,80,27,17,0,9,0,0,1,0,1,1,0,3,9,0,0,0,0,0,0,0,0,3,11
1816,5782,1982,42,3934 days,2013-09-28,2n Cycle,Together,58582,0,1,1,15,763,402,35,106,101,77,42,1,2,9,2,9,5,0,0,0,1,0,0,1,0,3,11
1817,10057,1951,73,4005 days,2013-07-19,Graduation,Single,72282,0,0,0,70,1331,503,27,419,90,139,153,0,1,5,7,9,7,0,0,0,0,0,1,1,0,3,11
1818,10307,1956,68,3962 days,2013-08-31,Graduation,Married,50387,0,2,2,91,525,369,9,87,12,14,34,0,3,6,2,8,5,0,0,0,0,0,0,0,0,3,11
1819,8566,1961,63,3674 days,2014-06-15,PhD,Together,32583,1,1,2,10,9,5,0,3,0,0,1,1,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
1820,2415,1962,62,3743 days,2014-04-07,Graduation,Together,62568,0,1,1,99,953,362,17,398,80,35,61,0,3,5,3,5,4,1,0,0,0,0,0,1,0,3,11
1821,5684,1971,53,3921 days,2013-10-11,Master,Divorced,44635,1,1,2,25,68,56,0,9,0,0,3,1,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11
1822,8334,1971,53,3928 days,2013-10-04,Master,Single,33316,1,1,2,34,131,79,1,31,4,4,12,0,3,2,1,4,6,0,0,0,0,0,0,0,0,3,11
1823,9166,1968,56,3984 days,2013-08-09,Graduation,Married,63967,0,1,1,57,882,387,84,141,73,35,162,0,3,4,4,12,2,0,0,0,0,0,0,0,0,3,11
1824,1440,1978,46,4323 days,2012-09-04,2n Cycle,Together,52513,0,0,0,84,1149,367,17,241,104,188,232,0,2,9,5,9,7,0,0,0,0,0,0,0,0,3,11
1825,78,1969,55,3947 days,2013-09-15,Graduation,Married,25293,1,0,1,51,37,15,0,11,0,2,9,0,1,1,1,2,8,0,0,0,0,0,0,0,0,3,11
1826,5441,1965,59,3968 days,2013-08-25,PhD,Widow,54111,0,1,1,97,388,267,6,54,8,3,50,0,2,5,2,6,5,0,0,0,0,0,0,0,0,3,11
1827,5302,1986,38,4159 days,2013-02-15,Graduation,Together,78394,0,0,0,13,1428,298,27,697,216,24,166,1,1,4,6,5,2,0,0,0,0,0,1,1,0,3,11
1828,4687,1958,66,4062 days,2013-05-23,Master,Married,80739,0,0,0,92,1633,674,92,736,39,0,92,0,1,3,11,9,1,0,0,0,0,0,0,0,0,3,11
1829,1087,1975,49,4063 days,2013-05-22,Master,Together,22669,1,0,1,30,173,16,14,36,37,22,48,0,3,4,1,2,9,0,0,0,0,0,1,1,0,3,11
1830,6859,1987,37,3924 days,2013-10-08,Graduation,Single,29236,1,0,1,30,99,37,4,24,16,9,9,0,2,4,0,3,9,0,0,0,0,0,0,0,0,3,11
1831,9860,1959,65,4131 days,2013-03-15,Graduation,Together,44911,0,1,1,11,215,159,0,22,2,1,31,1,3,4,1,4,7,0,0,0,0,0,0,0,0,3,11
1832,7129,1962,62,4157 days,2013-02-17,PhD,Married,54693,0,1,1,72,929,686,17,142,23,26,35,0,8,6,4,13,6,0,0,0,0,0,0,0,0,3,11
1833,5866,1974,50,3761 days,2014-03-20,Graduation,Together,48186,1,0,1,39,219,97,3,66,12,7,34,0,3,4,1,4,7,0,0,0,0,0,0,0,0,3,11
1834,10521,1977,47,3951 days,2013-09-11,Graduation,Married,54809,1,1,2,0,174,63,6,57,13,13,22,1,4,2,1,5,4,0,0,0,0,0,1,1,0,3,11
1835,7393,1978,46,4226 days,2012-12-10,Graduation,Together,41580,1,1,2,15,92,56,5,24,4,0,3,1,3,2,1,3,5,0,0,0,0,0,0,0,0,3,11
1836,7849,1970,54,3953 days,2013-09-09,PhD,Married,80336,0,0,0,12,1052,209,19,456,160,142,66,1,1,2,9,13,1,0,0,0,0,0,0,0,0,3,11
1837,332,1957,67,4124 days,2013-03-22,Graduation,Married,47743,0,1,1,56,275,198,2,43,0,12,20,0,3,4,1,6,6,0,0,0,1,0,0,1,0,3,11
1838,9847,1955,69,4355 days,2012-08-03,2n Cycle,Married,62972,0,1,1,39,587,313,15,47,20,0,192,0,2,7,4,3,6,0,0,0,0,0,0,0,0,3,11
1839,531,1954,70,4305 days,2012-09-22,PhD,Divorced,57333,0,1,1,55,1662,941,14,397,76,58,176,0,11,8,5,9,6,0,0,0,0,0,1,1,0,3,11
1840,9576,1982,42,4163 days,2013-02-11,PhD,Together,32313,1,0,1,60,159,86,4,56,2,4,7,0,3,4,0,4,9,0,0,0,0,0,0,0,0,3,11
1841,6906,1953,71,4051 days,2013-06-03,Master,Widow,84953,0,0,0,73,1024,167,48,602,63,72,72,0,1,3,10,4,2,1,0,0,1,1,1,4,0,3,11
1842,7419,1968,56,3727 days,2014-04-23,Master,Divorced,27071,1,0,1,90,35,8,3,19,0,2,3,0,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11
1843,3170,1957,67,3962 days,2013-08-31,Master,Together,68148,0,0,0,86,1042,389,66,408,37,57,85,0,1,4,4,6,2,0,0,0,0,0,0,0,0,3,11
1844,8527,1965,59,3864 days,2013-12-07,Master,Together,65735,1,1,2,37,395,239,7,119,4,15,11,0,5,6,2,6,7,0,0,0,0,0,0,0,0,3,11
1845,7872,1975,49,4315 days,2012-09-12,PhD,Married,86836,0,0,0,7,557,179,21,273,0,21,63,1,1,6,10,6,5,1,0,1,0,1,1,4,0,3,11
